Sc,-760.5791817,8.380e-09,0.000e+00,0.,0.,0.,
Zn,-1779.0901687,1.799e-09,0.000e+00,0.,0.,0.,
Ti,-849.2293133,3.396e-09,0.000e+00,0.,0.,0.,
Mn,-1150.6732798,5.488e-09,0.000e+00,0.,0.,0.,
Cu,-1640.1724363,2.436e-09,0.000e+00,0.,0.,0.,
Ni,-1507.9440458,8.234e-09,0.000e+00,0.,0.,0.,
Co,-1382.4611033,8.642e-10,0.000e+00,0.,0.,0.,
V2,-943.7363486,9.357e-09,0.000e+00,0.,0.,0.,
Cr,-1044.1290448,7.712e-09,0.000e+00,0.,0.,0.,
Fe,-1263.377477,7.466e-09,0.000e+00,0.,0.,0.,
